Commodity Group,Commodity,MSP (Rs./Quintal),Date,Price,Arrival (Metric Tonnes)
Oil Seeds,Sunflower,7721,2025-12-28,8710.68,186383.94
Pulses,Arhar,8000,2025-12-28,8030.54,61186.61
Pulses,Bengal Gram,5875,2025-12-28,5803.77,37352.25
Pulses,Black Gram,7800,2025-12-28,8119.05,100043.46
Pulses,Green Gram,8768,2025-12-28,7724.52,39569.67
Pulses,Lentil,7000,2025-12-28,6957.23,177523.42
Vegetables,Onion,0,2025-12-28,1124.47,67838.76
Vegetables,Potato,0,2025-12-28,1054.5,131843.03
Vegetables,Tomato,0,2025-12-28,549.47,59233.73
Cereals,Bajra,2775,2025-12-29,2630.3,192185.44
Cereals,Barley,2150,2025-12-29,1945.34,62283.49
Cereals,Jowar,3699,2025-12-29,3709.98,172612.24
Cereals,Maize,2400,2025-12-29,2340.0,148785.86
Cereals,Paddy,2369,2025-12-29,2622.28,62037.77
Cereals,Ragi,4886,2025-12-29,4728.79,71343.42
Cereals,Wheat,2585,2025-12-29,2843.13,8917.16
Fibre Crops,Cotton,7710,2025-12-29,7266.88,135897.74
Oil Seeds,Copra,12100,2025-12-29,12337.56,87286.06
Oil Seeds,Groundnut,7263,2025-12-29,7350.04,39557.04
Oil Seeds,Mustard,6200,2025-12-29,6071.13,100365.51
Oil Seeds,Safflower,6540,2025-12-29,7327.13,52203.99
Oil Seeds,Sesamum,9846,2025-12-29,10932.49,128866.07
Oil Seeds,Soyabean,5328,2025-12-29,4561.31,144940.04
Oil Seeds,Sunflower,7721,2025-12-29,6645.2,199476.36
Pulses,Arhar,8000,2025-12-29,8894.33,59503.88
Pulses,Bengal Gram,5875,2025-12-29,5447.44,76319.14
Pulses,Black Gram,7800,2025-12-29,7463.43,74498.95
Pulses,Green Gram,8768,2025-12-29,8289.99,124245.62
Pulses,Lentil,7000,2025-12-29,6294.95,169203.96
Vegetables,Onion,0,2025-12-29,1303.14,170553.36
Vegetables,Potato,0,2025-12-29,639.01,123860.62
Vegetables,Tomato,0,2025-12-29,977.21,179872.91
Cereals,Bajra,2775,2025-12-30,3166.21,126908.91
Cereals,Barley,2150,2025-12-30,2320.32,16807.5
Cereals,Jowar,3699,2025-12-30,3322.5,146654.3
Cereals,Maize,2400,2025-12-30,2350.58,89220.76
Cereals,Paddy,2369,2025-12-30,2232.98,121490.91
Cereals,Ragi,4886,2025-12-30,4424.51,125401.91
Cereals,Wheat,2585,2025-12-30,2332.03,12812.02
Fibre Crops,Cotton,7710,2025-12-30,7317.62,46266.51
Oil Seeds,Copra,12100,2025-12-30,13512.04,11037.94
Oil Seeds,Groundnut,7263,2025-12-30,6558.37,109766.49
Oil Seeds,Mustard,6200,2025-12-30,6164.78,9218.11
Oil Seeds,Safflower,6540,2025-12-30,5573.23,197614.18
Oil Seeds,Sesamum,9846,2025-12-30,10315.17,73112.96
Oil Seeds,Soyabean,5328,2025-12-30,5280.74,53346.7
Oil Seeds,Sunflower,7721,2025-12-30,7361.68,129826.44
Pulses,Arhar,8000,2025-12-30,8918.75,36866.8
Pulses,Bengal Gram,5875,2025-12-30,6474.89,24355.25
Pulses,Black Gram,7800,2025-12-30,7133.08,7483.2
Pulses,Green Gram,8768,2025-12-30,7823.19,183464.76
Pulses,Lentil,7000,2025-12-30,6914.82,15579.29
Vegetables,Onion,0,2025-12-30,1625.69,150948.77
Vegetables,Potato,0,2025-12-30,1313.12,167282.04
Vegetables,Tomato,0,2025-12-30,1321.99,159392.47
Cereals,Bajra,2775,2025-12-31,2647.21,154890.99
Cereals,Barley,2150,2025-12-31,1996.78,65752.0
Cereals,Jowar,3699,2025-12-31,3263.89,187018.57
Cereals,Maize,2400,2025-12-31,2249.52,104148.46
Cereals,Paddy,2369,2025-12-31,2291.77,191987.63
Cereals,Ragi,4886,2025-12-31,4644.22,155720.24
Cereals,Wheat,2585,2025-12-31,2860.63,87149.52
Fibre Crops,Cotton,7710,2025-12-31,7428.21,149561.78
Oil Seeds,Copra,12100,2025-12-31,13598.81,150998.6
Oil Seeds,Groundnut,7263,2025-12-31,6668.44,177667.13
Oil Seeds,Mustard,6200,2025-12-31,5990.9,115267.07
Oil Seeds,Safflower,6540,2025-12-31,7190.28,37719.53
Oil Seeds,Sesamum,9846,2025-12-31,10686.39,119252.75
Oil Seeds,Soyabean,5328,2025-12-31,5956.72,34435.48
Oil Seeds,Sunflower,7721,2025-12-31,7537.28,166576.98
Pulses,Arhar,8000,2025-12-31,6846.16,22484.66
Pulses,Bengal Gram,5875,2025-12-31,6739.62,56114.82
Pulses,Black Gram,7800,2025-12-31,8912.77,36547.18
Pulses,Green Gram,8768,2025-12-31,8402.62,150586.25
Pulses,Lentil,7000,2025-12-31,7331.33,116245.42
Vegetables,Onion,0,2025-12-31,1136.01,47027.97
Vegetables,Potato,0,2025-12-31,845.05,119208.52
Vegetables,Tomato,0,2025-12-31,713.13,94276.58
Cereals,Bajra,2775,2026-01-01,2381.04,18432.99
Cereals,Barley,2150,2026-01-01,2269.92,85822.55
Cereals,Jowar,3699,2026-01-01,4103.81,138949.67
Cereals,Maize,2400,2026-01-01,2045.83,123361.63
Cereals,Paddy,2369,2026-01-01,2080.26,156197.59
Cereals,Ragi,4886,2026-01-01,5606.45,106263.2
Cereals,Wheat,2585,2026-01-01,2726.75,47500.97
Fibre Crops,Cotton,7710,2026-01-01,7565.66,171226.26
Oil Seeds,Copra,12100,2026-01-01,10892.75,53143.84
Oil Seeds,Groundnut,7263,2026-01-01,7144.11,142464.17
Oil Seeds,Mustard,6200,2026-01-01,5969.14,185550.07
Oil Seeds,Safflower,6540,2026-01-01,5744.32,74192.3
Oil Seeds,Sesamum,9846,2026-01-01,10463.21,45236.05
Oil Seeds,Soyabean,5328,2026-01-01,5578.01,32885.18
Oil Seeds,Sunflower,7721,2026-01-01,6692.52,24247.09
Pulses,Arhar,8000,2026-01-01,9031.96,110372.59
Pulses,Bengal Gram,5875,2026-01-01,6397.31,66564.27
Pulses,Black Gram,7800,2026-01-01,8016.82,99015.68
Pulses,Green Gram,8768,2026-01-01,9940.47,149527.55
Pulses,Lentil,7000,2026-01-01,7484.14,9318.34
Vegetables,Onion,0,2026-01-01,1039.28,185572.06
Vegetables,Potato,0,2026-01-01,705.05,82298.68
Vegetables,Tomato,0,2026-01-01,660.67,171490.1
Cereals,Bajra,2775,2026-01-02,2823.52,172279.48
Cereals,Barley,2150,2026-01-02,2363.58,56444.37
Cereals,Jowar,3699,2026-01-02,3751.97,16689.38
Cereals,Maize,2400,2026-01-02,2698.98,80882.33
Cereals,Paddy,2369,2026-01-02,2293.44,60585.94
Cereals,Ragi,4886,2026-01-02,4828.34,50389.29
Cereals,Wheat,2585,2026-01-02,2487.95,159999.41
Fibre Crops,Cotton,7710,2026-01-02,8483.13,60871.29
Oil Seeds,Copra,12100,2026-01-02,11987.52,174770.26
Oil Seeds,Groundnut,7263,2026-01-02,6288.32,177834.54
Oil Seeds,Mustard,6200,2026-01-02,5677.68,135723.92
Oil Seeds,Safflower,6540,2026-01-02,6701.97,110610.5
Oil Seeds,Sesamum,9846,2026-01-02,10907.48,20359.35
Oil Seeds,Soyabean,5328,2026-01-02,5083.49,107673.64
Oil Seeds,Sunflower,7721,2026-01-02,8442.04,43327.79
Pulses,Arhar,8000,2026-01-02,8727.03,79957.71
Pulses,Bengal Gram,5875,2026-01-02,5326.71,151809.34
Pulses,Black Gram,7800,2026-01-02,6842.7,102977.74
Pulses,Green Gram,8768,2026-01-02,7620.82,71315.75
Pulses,Lentil,7000,2026-01-02,7212.26,111245.3
Vegetables,Onion,0,2026-01-02,885.4,45392.57
Vegetables,Potato,0,2026-01-02,1085.86,170098.06
Vegetables,Tomato,0,2026-01-02,554.21,186708.19
Cereals,Bajra,2775,2026-01-03,2797.27,107590.67
Cereals,Barley,2150,2026-01-03,2331.06,62972.06
Cereals,Jowar,3699,2026-01-03,3678.92,193734.15
Cereals,Maize,2400,2026-01-03,2523.95,30791.32
Cereals,Paddy,2369,2026-01-03,2108.33,40892.74
Cereals,Ragi,4886,2026-01-03,5276.95,59110.63
Cereals,Wheat,2585,2026-01-03,2213.84,188837.66
Fibre Crops,Cotton,7710,2026-01-03,6946.05,1961.16
Oil Seeds,Copra,12100,2026-01-03,11145.79,47044.01
Oil Seeds,Groundnut,7263,2026-01-03,7093.06,184081.95
Oil Seeds,Mustard,6200,2026-01-03,6905.28,91406.07
Oil Seeds,Safflower,6540,2026-01-03,6365.19,111024.07
Oil Seeds,Sesamum,9846,2026-01-03,9088.21,10484.39
Oil Seeds,Soyabean,5328,2026-01-03,6030.06,37380.46
Oil Seeds,Sunflower,7721,2026-01-03,7022.41,94518.44
Pulses,Arhar,8000,2026-01-03,7979.87,3735.92
Pulses,Bengal Gram,5875,2026-01-03,5254.52,75662.06
Pulses,Black Gram,7800,2026-01-03,8229.93,45722.27
Pulses,Green Gram,8768,2026-01-03,8565.5,111491.15
Pulses,Lentil,7000,2026-01-03,7816.04,65247.8
Vegetables,Onion,0,2026-01-03,631.52,149356.98
Vegetables,Potato,0,2026-01-03,596.08,3606.14
Vegetables,Tomato,0,2026-01-03,530.83,59674.55
Cereals,Bajra,2775,2026-01-04,3062.3,120450.75
Cereals,Barley,2150,2026-01-04,2120.29,81616.68
Cereals,Jowar,3699,2026-01-04,3695.94,8135.74
Cereals,Maize,2400,2026-01-04,2682.81,199660.72
Cereals,Paddy,2369,2026-01-04,2142.63,24120.57
Cereals,Ragi,4886,2026-01-04,4363.56,132222.36
Cereals,Wheat,2585,2026-01-04,2710.2,169592.44
Fibre Crops,Cotton,7710,2026-01-04,8292.47,89965.45
Oil Seeds,Copra,12100,2026-01-04,12509.66,137672.52
Oil Seeds,Groundnut,7263,2026-01-04,7290.75,95156.41
Oil Seeds,Mustard,6200,2026-01-04,6469.88,111517.04
Oil Seeds,Safflower,6540,2026-01-04,6822.41,122590.31
Oil Seeds,Sesamum,9846,2026-01-04,10493.46,128578.56
Oil Seeds,Soyabean,5328,2026-01-04,5359.56,136375.27
Oil Seeds,Sunflower,7721,2026-01-04,7603.99,48372.16
Pulses,Arhar,8000,2026-01-04,6803.4,112014.83
Pulses,Bengal Gram,5875,2026-01-04,6034.78,194411.19
Pulses,Black Gram,7800,2026-01-04,7475.86,78856.94
Pulses,Green Gram,8768,2026-01-04,7983.61,14153.33
Pulses,Lentil,7000,2026-01-04,7572.89,49973.73
Vegetables,Onion,0,2026-01-04,1171.37,94273.78
Vegetables,Potato,0,2026-01-04,1353.14,57017.48
Vegetables,Tomato,0,2026-01-04,1547.44,32849.79
Cereals,Bajra,2775,2026-01-05,2380.36,18042.61
Cereals,Barley,2150,2026-01-05,2012.32,194453.35
Cereals,Jowar,3699,2026-01-05,3763.94,74683.68
Cereals,Maize,2400,2026-01-05,2679.88,90654.61
Cereals,Paddy,2369,2026-01-05,2237.69,188246.84
Cereals,Ragi,4886,2026-01-05,5398.32,168741.49
Cereals,Wheat,2585,2026-01-05,2594.53,157898.21
Fibre Crops,Cotton,7710,2026-01-05,6968.34,114665.93
Oil Seeds,Copra,12100,2026-01-05,13856.36,58227.14
Oil Seeds,Groundnut,7263,2026-01-05,7904.36,98121.16
Oil Seeds,Mustard,6200,2026-01-05,5344.04,152615.73
Oil Seeds,Safflower,6540,2026-01-05,5889.73,126313.14
Oil Seeds,Sesamum,9846,2026-01-05,8622.13,189376.14
Oil Seeds,Soyabean,5328,2026-01-05,4995.09,45331.62
Oil Seeds,Sunflower,7721,2026-01-05,6861.97,189203.14
Pulses,Arhar,8000,2026-01-05,8508.57,148345.09
Pulses,Bengal Gram,5875,2026-01-05,5873.95,94971.82
Pulses,Black Gram,7800,2026-01-05,6887.45,111990.23
Pulses,Green Gram,8768,2026-01-05,8102.29,195430.21
Pulses,Lentil,7000,2026-01-05,7622.82,82627.76
Vegetables,Onion,0,2026-01-05,707.1,24454.65
Vegetables,Potato,0,2026-01-05,629.68,111400.28
Vegetables,Tomato,0,2026-01-05,1215.36,16979.73
Cereals,Bajra,2775,2026-01-06,2745.48,149634.64
Cereals,Barley,2150,2026-01-06,1970.47,44023.91
Cereals,Jowar,3699,2026-01-06,4195.29,190833.04
Cereals,Maize,2400,2026-01-06,2753.14,161541.54
Cereals,Paddy,2369,2026-01-06,2147.39,42435.71
Cereals,Ragi,4886,2026-01-06,4651.8,63660.6
Cereals,Wheat,2585,2026-01-06,2939.04,157825.34
Fibre Crops,Cotton,7710,2026-01-06,8228.13,37233.35
Oil Seeds,Copra,12100,2026-01-06,13586.58,165582.68
Oil Seeds,Groundnut,7263,2026-01-06,6530.11,174240.51
Oil Seeds,Mustard,6200,2026-01-06,5776.38,16219.91
Oil Seeds,Safflower,6540,2026-01-06,6847.69,130778.24
Oil Seeds,Sesamum,9846,2026-01-06,8649.51,63804.42
Oil Seeds,Soyabean,5328,2026-01-06,6115.71,135701.41
Oil Seeds,Sunflower,7721,2026-01-06,8253.92,42622.81
Pulses,Arhar,8000,2026-01-06,6989.08,55416.49
Pulses,Bengal Gram,5875,2026-01-06,5432.43,46947.09
Pulses,Black Gram,7800,2026-01-06,7081.05,114972.4
Pulses,Green Gram,8768,2026-01-06,8315.84,164077.99
Pulses,Lentil,7000,2026-01-06,6336.29,92952.18
Vegetables,Onion,0,2026-01-06,510.84,11214.85
Vegetables,Potato,0,2026-01-06,1606.55,98047.79
Vegetables,Tomato,0,2026-01-06,602.86,151764.81
Cereals,Bajra,2775,2026-01-07,2517.52,113663.26
Cereals,Barley,2150,2026-01-07,2352.67,153661.14
Cereals,Jowar,3699,2026-01-07,4035.23,175870.72
Cereals,Maize,2400,2026-01-07,2715.13,81133.95
Cereals,Paddy,2369,2026-01-07,2417.87,158142.37
Cereals,Ragi,4886,2026-01-07,5174.97,199104.27
Cereals,Wheat,2585,2026-01-07,2207.86,71058.89
Fibre Crops,Cotton,7710,2026-01-07,7203.52,52500.05
Oil Seeds,Copra,12100,2026-01-07,11092.78,141839.31
Oil Seeds,Groundnut,7263,2026-01-07,6358.23,148334.69
Oil Seeds,Mustard,6200,2026-01-07,6559.77,50198.29
Oil Seeds,Safflower,6540,2026-01-07,6055.06,125790.67
Oil Seeds,Sesamum,9846,2026-01-07,10620.4,175303.3
Oil Seeds,Soyabean,5328,2026-01-07,5890.86,192978.35
Oil Seeds,Sunflower,7721,2026-01-07,7909.51,181735.68
Pulses,Arhar,8000,2026-01-07,8740.43,178938.79
Pulses,Bengal Gram,5875,2026-01-07,5014.24,193182.3
Pulses,Black Gram,7800,2026-01-07,7738.06,159646.69
Pulses,Green Gram,8768,2026-01-07,7787.4,79218.42
Pulses,Lentil,7000,2026-01-07,6520.07,58367.17
Vegetables,Onion,0,2026-01-07,680.43,1898.0
Vegetables,Potato,0,2026-01-07,733.14,117828.34
Vegetables,Tomato,0,2026-01-07,699.72,97693.21
Cereals,Bajra,2775,2026-01-08,2902.11,24304.88
Cereals,Barley,2150,2026-01-08,1940.7,49472.59
Cereals,Jowar,3699,2026-01-08,4224.72,79460.64
Cereals,Maize,2400,2026-01-08,2471.27,48346.49
Cereals,Paddy,2369,2026-01-08,2362.22,14870.13
Cereals,Ragi,4886,2026-01-08,4204.03,93773.27
Cereals,Wheat,2585,2026-01-08,2506.41,27419.22
Fibre Crops,Cotton,7710,2026-01-08,8143.92,198581.05
Oil Seeds,Copra,12100,2026-01-08,11721.2,124930.5
Oil Seeds,Groundnut,7263,2026-01-08,8271.78,166315.42
Oil Seeds,Mustard,6200,2026-01-08,6132.21,147511.02
Oil Seeds,Safflower,6540,2026-01-08,5810.4,102445.17
Oil Seeds,Sesamum,9846,2026-01-08,9193.39,32274.68
Oil Seeds,Soyabean,5328,2026-01-08,5210.17,26246.36
Oil Seeds,Sunflower,7721,2026-01-08,8181.91,91275.2
Pulses,Arhar,8000,2026-01-08,8074.75,29317.87
Pulses,Bengal Gram,5875,2026-01-08,5240.1,116703.92
Pulses,Black Gram,7800,2026-01-08,8934.92,19295.3
Pulses,Green Gram,8768,2026-01-08,8204.39,173898.35
Pulses,Lentil,7000,2026-01-08,6101.77,175183.35
Vegetables,Onion,0,2026-01-08,996.1,61970.63
Vegetables,Potato,0,2026-01-08,750.68,176966.38
Vegetables,Tomato,0,2026-01-08,1286.11,159759.89
Cereals,Bajra,2775,2026-01-09,2572.8,123627.66
Cereals,Barley,2150,2026-01-09,2124.24,156499.2
Cereals,Jowar,3699,2026-01-09,3487.33,128653.56
Cereals,Maize,2400,2026-01-09,2675.19,80459.99
Cereals,Paddy,2369,2026-01-09,2061.0,103234.36
Cereals,Ragi,4886,2026-01-09,4660.23,134461.46
Cereals,Wheat,2585,2026-01-09,2934.78,97147.38
Fibre Crops,Cotton,7710,2026-01-09,7631.8,130934.23
Oil Seeds,Copra,12100,2026-01-09,10660.7,50738.56
Oil Seeds,Groundnut,7263,2026-01-09,8175.91,134005.03
Oil Seeds,Mustard,6200,2026-01-09,5295.01,40964.86
Oil Seeds,Safflower,6540,2026-01-09,6898.73,152891.62
Oil Seeds,Sesamum,9846,2026-01-09,10849.88,58470.75
Oil Seeds,Soyabean,5328,2026-01-09,6016.96,110611.73
Oil Seeds,Sunflower,7721,2026-01-09,8176.24,119367.94
Pulses,Arhar,8000,2026-01-09,7094.58,192624.78
Pulses,Bengal Gram,5875,2026-01-09,5210.32,51013.65
Pulses,Black Gram,7800,2026-01-09,8533.89,123738.46
Pulses,Green Gram,8768,2026-01-09,9657.47,103171.45
Pulses,Lentil,7000,2026-01-09,6741.69,184373.01
Vegetables,Onion,0,2026-01-09,593.55,46202.02
Vegetables,Potato,0,2026-01-09,1202.75,116064.78
Vegetables,Tomato,0,2026-01-09,1377.09,149326.01
Cereals,Bajra,2775,2026-01-10,3028.64,147312.02
Cereals,Barley,2150,2026-01-10,2424.34,89394.5
Cereals,Jowar,3699,2026-01-10,3336.27,9609.82
Cereals,Maize,2400,2026-01-10,2217.45,28682.34
Cereals,Paddy,2369,2026-01-10,2410.18,37029.82
Cereals,Ragi,4886,2026-01-10,4210.17,7246.17
Cereals,Wheat,2585,2026-01-10,2842.13,118310.41
Fibre Crops,Cotton,7710,2026-01-10,7381.75,178850.9
Oil Seeds,Copra,12100,2026-01-10,10539.81,196065.4
Oil Seeds,Groundnut,7263,2026-01-10,7516.39,36733.68
Oil Seeds,Mustard,6200,2026-01-10,6533.07,152688.08
Oil Seeds,Safflower,6540,2026-01-10,6401.37,172333.44
Oil Seeds,Sesamum,9846,2026-01-10,8814.33,55803.57
Oil Seeds,Soyabean,5328,2026-01-10,4678.24,42215.02
Oil Seeds,Sunflower,7721,2026-01-10,7115.82,183530.76
Pulses,Arhar,8000,2026-01-10,6987.46,85511.65
Pulses,Bengal Gram,5875,2026-01-10,5932.1,179743.68
Pulses,Black Gram,7800,2026-01-10,8964.61,150689.95
Pulses,Green Gram,8768,2026-01-10,10006.37,157430.87
Pulses,Lentil,7000,2026-01-10,7972.73,141468.78
Vegetables,Onion,0,2026-01-10,562.7,129337.13
Vegetables,Potato,0,2026-01-10,792.88,115500.98
Vegetables,Tomato,0,2026-01-10,1233.52,153857.78
Cereals,Bajra,2775,2026-01-11,2960.42,192792.49
Cereals,Barley,2150,2026-01-11,2427.81,152458.4
Cereals,Jowar,3699,2026-01-11,3721.65,40893.3
Cereals,Maize,2400,2026-01-11,2432.57,153082.13
Cereals,Paddy,2369,2026-01-11,2650.2,157952.92
Cereals,Ragi,4886,2026-01-11,4439.32,119957.28
Cereals,Wheat,2585,2026-01-11,2454.85,1890.67
Fibre Crops,Cotton,7710,2026-01-11,7016.61,22688.47
Oil Seeds,Copra,12100,2026-01-11,13344.07,51738.33
Oil Seeds,Groundnut,7263,2026-01-11,6793.88,191989.32
Oil Seeds,Mustard,6200,2026-01-11,5975.1,1966.65
Oil Seeds,Safflower,6540,2026-01-11,6115.91,23903.95
Oil Seeds,Sesamum,9846,2026-01-11,8672.78,15543.58
Oil Seeds,Soyabean,5328,2026-01-11,5477.07,37910.08
Oil Seeds,Sunflower,7721,2026-01-11,7399.6,172410.44
Pulses,Arhar,8000,2026-01-11,7818.41,183142.49
Pulses,Bengal Gram,5875,2026-01-11,5871.37,79797.38
Pulses,Black Gram,7800,2026-01-11,8385.91,14681.36
Pulses,Green Gram,8768,2026-01-11,7688.16,130412.14
Pulses,Lentil,7000,2026-01-11,6972.58,158093.53
Vegetables,Onion,0,2026-01-11,1368.84,119302.18
Vegetables,Potato,0,2026-01-11,1145.28,166225.33
Vegetables,Tomato,0,2026-01-11,1307.7,154516.66
Cereals,Bajra,2775,2026-01-12,2579.76,41788.07
Cereals,Barley,2150,2026-01-12,2436.55,3909.92
Cereals,Jowar,3699,2026-01-12,4215.44,29894.92
Cereals,Maize,2400,2026-01-12,2630.0,55220.71
Cereals,Paddy,2369,2026-01-12,2262.89,43390.7
Cereals,Ragi,4886,2026-01-12,5011.35,69651.7
Cereals,Wheat,2585,2026-01-12,2707.06,3178.68
Fibre Crops,Cotton,7710,2026-01-12,6702.4,19977.25
Oil Seeds,Copra,12100,2026-01-12,11805.95,162968.49
Oil Seeds,Groundnut,7263,2026-01-12,8108.8,48999.91
Oil Seeds,Mustard,6200,2026-01-12,6338.33,153684.58
Oil Seeds,Safflower,6540,2026-01-12,6125.68,81831.1
Oil Seeds,Sesamum,9846,2026-01-12,9916.81,27018.23
Oil Seeds,Soyabean,5328,2026-01-12,4570.33,30603.52
Oil Seeds,Sunflower,7721,2026-01-12,8014.83,14769.97
Pulses,Arhar,8000,2026-01-12,7255.27,67603.88
Pulses,Bengal Gram,5875,2026-01-12,5131.0,38380.27
Pulses,Black Gram,7800,2026-01-12,8762.37,3908.86
Pulses,Green Gram,8768,2026-01-12,9171.59,76912.57
Pulses,Lentil,7000,2026-01-12,7362.56,117758.91
Vegetables,Onion,0,2026-01-12,798.86,98413.48
Vegetables,Potato,0,2026-01-12,1285.25,196937.88
Vegetables,Tomato,0,2026-01-12,1448.08,102889.58
Cereals,Bajra,2775,2026-01-13,2753.1,151102.99
Cereals,Barley,2150,2026-01-13,2395.29,192830.95
Cereals,Jowar,3699,2026-01-13,3504.31,159750.98
Cereals,Maize,2400,2026-01-13,2191.66,109137.59
Cereals,Paddy,2369,2026-01-13,2141.47,69512.1
Cereals,Ragi,4886,2026-01-13,5518.29,29260.84
Cereals,Wheat,2585,2026-01-13,2687.68,118611.21
Fibre Crops,Cotton,7710,2026-01-13,6832.77,65229.51
Oil Seeds,Copra,12100,2026-01-13,12328.62,37476.36
Oil Seeds,Groundnut,7263,2026-01-13,7918.03,194432.69
Oil Seeds,Mustard,6200,2026-01-13,5669.45,37423.05
Oil Seeds,Safflower,6540,2026-01-13,6451.58,149565.67
Oil Seeds,Sesamum,9846,2026-01-13,9200.89,4024.99
Oil Seeds,Soyabean,5328,2026-01-13,5393.89,191322.28
Oil Seeds,Sunflower,7721,2026-01-13,7469.16,84055.9
Pulses,Arhar,8000,2026-01-13,9125.36,138936.79
Pulses,Bengal Gram,5875,2026-01-13,6261.29,112562.27
Pulses,Black Gram,7800,2026-01-13,8910.59,137788.85
Pulses,Green Gram,8768,2026-01-13,9807.09,139890.8
Pulses,Lentil,7000,2026-01-13,7493.74,58117.66
Vegetables,Onion,0,2026-01-13,871.69,59376.42
Vegetables,Potato,0,2026-01-13,982.86,163405.83
Vegetables,Tomato,0,2026-01-13,670.84,120565.82
Cereals,Bajra,2775,2026-01-14,2514.35,108429.98
Cereals,Barley,2150,2026-01-14,2009.71,64727.29
Cereals,Jowar,3699,2026-01-14,3534.24,12710.68
Cereals,Maize,2400,2026-01-14,2749.89,6355.35
Cereals,Paddy,2369,2026-01-14,2484.49,74276.97
Cereals,Ragi,4886,2026-01-14,5100.02,71281.84
Cereals,Wheat,2585,2026-01-14,2719.74,145860.64
Fibre Crops,Cotton,7710,2026-01-14,8150.75,22836.7
Oil Seeds,Copra,12100,2026-01-14,12669.52,56033.51
Oil Seeds,Groundnut,7263,2026-01-14,6236.31,82995.39
Oil Seeds,Mustard,6200,2026-01-14,6076.39,93461.47
Oil Seeds,Safflower,6540,2026-01-14,6941.87,61803.32
Oil Seeds,Sesamum,9846,2026-01-14,9300.38,12157.42
Oil Seeds,Soyabean,5328,2026-01-14,5626.62,113586.83
Oil Seeds,Sunflower,7721,2026-01-14,7372.22,141052.54
Pulses,Arhar,8000,2026-01-14,8089.66,93875.53
Pulses,Bengal Gram,5875,2026-01-14,5894.96,127287.81
Pulses,Black Gram,7800,2026-01-14,8174.41,57827.12
Pulses,Green Gram,8768,2026-01-14,7823.01,31369.0
Pulses,Lentil,7000,2026-01-14,7292.72,174581.01
Vegetables,Onion,0,2026-01-14,819.33,151332.67
Vegetables,Potato,0,2026-01-14,1484.63,121385.94
Vegetables,Tomato,0,2026-01-14,1162.91,21491.8
Cereals,Bajra,2775,2026-01-15,2435.82,142535.31
Cereals,Barley,2150,2026-01-15,1872.38,99298.06
Cereals,Jowar,3699,2026-01-15,3668.71,62175.17
Cereals,Maize,2400,2026-01-15,2666.69,34128.12
Cereals,Paddy,2369,2026-01-15,2264.15,154845.59
Cereals,Ragi,4886,2026-01-15,4197.69,134606.43
Cereals,Wheat,2585,2026-01-15,2830.37,186456.95
Fibre Crops,Cotton,7710,2026-01-15,8580.37,63910.85
Oil Seeds,Copra,12100,2026-01-15,12413.5,15504.83
Oil Seeds,Groundnut,7263,2026-01-15,6735.42,18889.76
Oil Seeds,Mustard,6200,2026-01-15,5856.25,175043.68
Oil Seeds,Safflower,6540,2026-01-15,6240.14,112401.53
Oil Seeds,Sesamum,9846,2026-01-15,9649.22,91810.36
Oil Seeds,Soyabean,5328,2026-01-15,6078.56,59266.09
Oil Seeds,Sunflower,7721,2026-01-15,8015.92,84041.53
Pulses,Arhar,8000,2026-01-15,6946.75,97891.7
Pulses,Bengal Gram,5875,2026-01-15,6427.27,19795.66
Pulses,Black Gram,7800,2026-01-15,6792.84,30768.62
Pulses,Green Gram,8768,2026-01-15,9463.48,144812.88
Pulses,Lentil,7000,2026-01-15,7136.54,93671.87
Vegetables,Onion,0,2026-01-15,1499.4,162397.85
Vegetables,Potato,0,2026-01-15,1369.49,91630.02
Vegetables,Tomato,0,2026-01-15,1539.09,4810.02
Cereals,Bajra,2775,2026-01-16,2401.67,191750.72
Cereals,Barley,2150,2026-01-16,2006.27,174680.22
Cereals,Jowar,3699,2026-01-16,3575.6,23864.06
Cereals,Maize,2400,2026-01-16,2097.92,31343.75
Cereals,Paddy,2369,2026-01-16,2191.25,97729.24
Cereals,Ragi,4886,2026-01-16,5181.36,197280.4
Cereals,Wheat,2585,2026-01-16,2539.64,103661.08
Fibre Crops,Cotton,7710,2026-01-16,7760.46,107909.9
Oil Seeds,Copra,12100,2026-01-16,12164.4,1804.51
Oil Seeds,Groundnut,7263,2026-01-16,6177.31,19578.38
Oil Seeds,Mustard,6200,2026-01-16,5458.9,140994.14
Oil Seeds,Safflower,6540,2026-01-16,5961.05,178948.09
Oil Seeds,Sesamum,9846,2026-01-16,11112.02,195179.87
Oil Seeds,Soyabean,5328,2026-01-16,6029.83,54414.07
Oil Seeds,Sunflower,7721,2026-01-16,7743.65,35132.22
Pulses,Arhar,8000,2026-01-16,8734.9,177691.92
Pulses,Bengal Gram,5875,2026-01-16,6494.15,86701.72
Pulses,Black Gram,7800,2026-01-16,8405.3,19560.95
Pulses,Green Gram,8768,2026-01-16,7558.66,150659.62
Pulses,Lentil,7000,2026-01-16,6843.25,199110.08
Vegetables,Onion,0,2026-01-16,660.97,96022.61
Vegetables,Potato,0,2026-01-16,1453.41,183202.6
Vegetables,Tomato,0,2026-01-16,905.51,30375.81
Cereals,Bajra,2775,2026-01-17,2426.99,86351.52
Cereals,Barley,2150,2026-01-17,2361.77,94710.56
